reference;designation;designation_en;marque_compatible;categorie;categorie_code;sous_categorie;poids_grammes;page_catalogue;fournisseur_code;source
30DA012P00001;Treuil M100 3 phases 230/400;Gear unit M100 for capacity 50kg;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;012;;112;SODIMAS;catalogue_sodimas_2019
30DA012P00002;Treuil M100 3 phases 230/400;Gear unit M100 for capacity 50kg;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;012;;112;SODIMAS;catalogue_sodimas_2019
30DA012P00003;Treuil M200 3 phases 230/400 V -;Gear unit M200 for capacity 60kg;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;012;;112;SODIMAS;catalogue_sodimas_2019
30DA012P00004;Treuil M200 3 phases 230/400 V -;Gear unit M200 for capacity 60kg;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;012;;112;SODIMAS;catalogue_sodimas_2019
30DA012P00005;Treuil M200 3 phases 230/400;Gear unit M200 for capacity 100kg;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;012;;112;SODIMAS;catalogue_sodimas_2019
30DA012P00006;Treuil M200 3 phases 230/400;Gear unit M200 for capacity 100kg;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;012;;112;SODIMAS;catalogue_sodimas_2019
30DA052P00001;Support de frein treuil - Microlift;Brake support Microlift;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;052;202;113;SODIMAS;catalogue_sodimas_2019
30DA052P00002;Support de frein treuil - Microlift;Brake support Microlift;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;052;202;113;SODIMAS;catalogue_sodimas_2019
30DA052P00003;Disque frein + garniture treuil -;Disc brake with lining;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;052;175;113;SODIMAS;catalogue_sodimas_2019
30DA052P00004;Disque frein + garniture treuil -;Disc brake with lining;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;052;175;113;SODIMAS;catalogue_sodimas_2019
30DA052P00005;Bobine de frein 48 V - Microlift;Brake coil 48v;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;052;415;113;SODIMAS;catalogue_sodimas_2019
30DA052P00006;Bobine de frein 48 V - Microlift;Brake coil 48v;DALDOSS-MICROLIFT;Machinerie;MACHINERIE;052;415;113;SODIMAS;catalogue_sodimas_2019
30DI052P00001;Kit frein 2 bobines inclinées 48;BRAKE KIT 2 COILS FOR P56F FAER;DIVERS;Machinerie;MACHINERIE;052;;129;SODIMAS;catalogue_sodimas_2019
30DI052P00002;Kit frein 2 bobines inclinées 48;BRAKE KIT 2 COILS FOR P56F FAER;DIVERS;Machinerie;MACHINERIE;052;;129;SODIMAS;catalogue_sodimas_2019
30DI052P00003;Levier frein treuil Faer (fabrication;Brake lever-FAER (SINCE 1990).;DIVERS;Machinerie;MACHINERIE;052;150;129;SODIMAS;catalogue_sodimas_2019
30DI992P00001;Accouplement huco pour enco-;CLUTCH FOR ENCODER -GEAR;DIVERS;Machinerie;MACHINERIE;992;24;568;SODIMAS;catalogue_sodimas_2019
30DI992P00002;Accouplement huco pour enco-;CLUTCH FOR ENCODER -GEAR;DIVERS;Machinerie;MACHINERIE;992;24;568;SODIMAS;catalogue_sodimas_2019
30FR052P00001;Levier frein treuil Faer (fabrication;Brake lever-FAER (SINCE 1990).;FAER;Machinerie;MACHINERIE;052;150;129;SODIMAS;catalogue_sodimas_2019
30KO052P00001;Frein complet + câble 1,3 m pour;BRAKE for Ecodisc MX06;KONE;Machinerie;MACHINERIE;052;;163;SODIMAS;catalogue_sodimas_2019
30KO052P00002;Frein complet + câble 1,3 m pour;BRAKE for Ecodisc MX06;KONE;Machinerie;MACHINERIE;052;;163;SODIMAS;catalogue_sodimas_2019
30KO072P00001;Codeur Tamagawa TS5307N566;Codeur TAMAGAWA TS5307N566.;KONE;Machinerie;MACHINERIE;072;168;164;SODIMAS;catalogue_sodimas_2019
30KO072P00002;Codeur Tamagawa TS5307N566;Codeur TAMAGAWA TS5307N566.;KONE;Machinerie;MACHINERIE;072;168;164;SODIMAS;catalogue_sodimas_2019
30KO072P00003;Tachy RE.0444 L1-B 60 V 1000 t/;Tachy RE.0444 L1-B 60v.1000 t/mm Tachy RE.0444 N1-S 60 V 1000;KONE;Machinerie;MACHINERIE;072;;164;SODIMAS;catalogue_sodimas_2019
30KO072P00004;Tachy RE.0444 L1-B 60 V 1000 t/;Tachy RE.0444 L1-B 60v.1000 t/mm Tachy RE.0444 N1-S 60 V 1000;KONE;Machinerie;MACHINERIE;072;;164;SODIMAS;catalogue_sodimas_2019
30KO072P00005;KM950278G01;;KONE;Machinerie;MACHINERIE;072;720;164;SODIMAS;catalogue_sodimas_2019
30KO072P00006;KM950278G01;;KONE;Machinerie;MACHINERIE;072;720;164;SODIMAS;catalogue_sodimas_2019
30KO072P00007;Codeur pour GMX et variateur;CODER FOR GMX AND VARIATOR;KONE;Machinerie;MACHINERIE;072;750;164;SODIMAS;catalogue_sodimas_2019
30KO072P00008;Codeur pour GMX et variateur;CODER FOR GMX AND VARIATOR;KONE;Machinerie;MACHINERIE;072;750;164;SODIMAS;catalogue_sodimas_2019
30OT022P00001;Poulie 10 ATL (MCO9650) Ø 330 -;Sheave 10 ATL diam 330 mm-2*;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00002;Poulie 10 ATL (MCO9650) Ø 330 -;Sheave 10 ATL diam 330 mm-2*;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00003;Poulie 10 ATL (MCO9650) Ø 420 -;Sheave 10 ATL diam 420 mm-4*;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00004;Poulie 10 ATL (MCO9650) Ø 420 -;Sheave 10 ATL diam 420 mm-4*;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00005;Poulie 10 ATL (MCO9650) Ø 420 -;Sheave 10 ATL diam 420 mm-;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00006;Poulie 10 ATL (MCO9650) Ø 420 -;Sheave 10 ATL diam 420 mm-;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00007;Poulie 10 ATL (MCO9650) Ø 510 -;Sheave 10 ATL diam 510 mm-;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00008;Poulie 10 ATL (MCO9650) Ø 510 -;Sheave 10 ATL diam 510 mm-;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00009;Poulie 10 ATL (MCO9650) Ø 510 -;Sheave 10 ATL diam 510 mm-;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00010;Poulie 10 ATL (MCO9650) Ø 510 -;Sheave 10 ATL diam 510 mm-;OTIS;Machinerie;MACHINERIE;022;;287;SODIMAS;catalogue_sodimas_2019
30OT022P00011;Poulie 10 ATL (MCO9650) Ø 560 -;Sheave 10 ATL diam 560 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00012;Poulie 10 ATL (MCO9650) Ø 560 -;Sheave 10 ATL diam 560 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00013;Poulie 10 ATL (MCO9650) Ø 610 -;Sheave 10 ATL diam 610 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00014;Poulie 10 ATL (MCO9650) Ø 610 -;Sheave 10 ATL diam 610 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00015;Poulie 15 ATL (MCO9710) Ø 520 -;Sheave 15 ATL diam 520 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00016;Poulie 15 ATL (MCO9710) Ø 520 -;Sheave 15 ATL diam 520 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00017;Poulie 15 ATL (MCO9710) Ø 590 -;Sheave 15 ATL diam 590 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00018;Poulie 15 ATL (MCO9710) Ø 590 -;Sheave 15 ATL diam 590 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00019;Poulie 15 ATL (MCO9710) Ø 590 -;Sheave 15 ATL diam 590 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00020;Poulie 15 ATL (MCO9710) Ø 590 -;Sheave 15 ATL diam 590 mm-;OTIS;Machinerie;MACHINERIE;022;;288;SODIMAS;catalogue_sodimas_2019
30OT022P00021;Poulie 15 ATL (MCO9710) Ø 610 -;Sheave 15 ATL diam 610 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00022;Poulie 15 ATL (MCO9710) Ø 610 -;Sheave 15 ATL diam 610 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00023;Poulie 15 ATL (MCO9710) Ø 610 -;Sheave 15 ATL diam 610 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00024;Poulie 15 ATL (MCO9710) Ø 610 -;Sheave 15 ATL diam 610 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00025;Poulie 15 ATL (MCO9710) Ø 710 -;Sheave 15 ATL diam 710 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00026;Poulie 15 ATL (MCO9710) Ø 710 -;Sheave 15 ATL diam 710 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00027;Poulie 15 ATL (MCO9710) Ø 710 -;Sheave 15 ATL diam 710 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00028;Poulie 15 ATL (MCO9710) Ø 710 -;Sheave 15 ATL diam 710 mm-;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00029;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 455;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00030;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 455;OTIS;Machinerie;MACHINERIE;022;;289;SODIMAS;catalogue_sodimas_2019
30OT022P00031;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 455;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00032;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 455;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00033;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 575;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00034;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 575;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00035;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 575;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00036;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 575;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00037;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 620;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00038;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 620;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00039;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 620;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00040;Poulie 11 VTR (9645H)/140 VAT;Sheave 11VTR/140 VAT diam 620;OTIS;Machinerie;MACHINERIE;022;;290;SODIMAS;catalogue_sodimas_2019
30OT022P00041;Poulie 10 ATL (MCO9650) Ø 560;Sheave 10 ATL diam 560 mm-;OTIS;Machinerie;MACHINERIE;022;45;291;SODIMAS;catalogue_sodimas_2019
30OT022P00042;Poulie 10 ATL (MCO9650) Ø 560;Sheave 10 ATL diam 560 mm-;OTIS;Machinerie;MACHINERIE;022;45;291;SODIMAS;catalogue_sodimas_2019
30OT022P00043;Poulie 160 VAT/13 VTR Ø 575 - 4;SHEAVE 160VAT -575 DIAME-;OTIS;Machinerie;MACHINERIE;022;;291;SODIMAS;catalogue_sodimas_2019
30OT022P00044;Poulie 160 VAT/13 VTR Ø 575 - 4;SHEAVE 160VAT -575 DIAME-;OTIS;Machinerie;MACHINERIE;022;;291;SODIMAS;catalogue_sodimas_2019
30OT022P00045;13 - 105°;16BT.;OTIS;Machinerie;MACHINERIE;022;;291;SODIMAS;catalogue_sodimas_2019
30OT052P00001;Jeu 2 garnitures frein 13 VTR - 160;Brake linings (*2) for 13VTR and;OTIS;Machinerie;MACHINERIE;052;559;292;SODIMAS;catalogue_sodimas_2019
30OT052P00002;Jeu 2 garnitures frein 13 VTR - 160;Brake linings (*2) for 13VTR and;OTIS;Machinerie;MACHINERIE;052;559;292;SODIMAS;catalogue_sodimas_2019
30OT052P00003;Jeu 2 garnitures frein 11;Brake linings (*2) for 11VTR -(;OTIS;Machinerie;MACHINERIE;052;224;292;SODIMAS;catalogue_sodimas_2019
30OT052P00004;Jeu 2 garnitures frein 11;Brake linings (*2) for 11VTR -(;OTIS;Machinerie;MACHINERIE;052;224;292;SODIMAS;catalogue_sodimas_2019
30OT052P00005;Jeu de 2 garnitures frein 11 VT;Brake linings (*2)for 11VT;OTIS;Machinerie;MACHINERIE;052;195;292;SODIMAS;catalogue_sodimas_2019
30OT052P00006;Jeu de 2 garnitures frein 11 VT;Brake linings (*2)for 11VT;OTIS;Machinerie;MACHINERIE;052;195;292;SODIMAS;catalogue_sodimas_2019
30OT052P00007;Jeu de 2 garnitures frein treuil;Brake linings (*2)for 10AT;OTIS;Machinerie;MACHINERIE;052;189;292;SODIMAS;catalogue_sodimas_2019
30OT052P00008;Jeu de 2 garnitures frein treuil;Brake linings (*2)for 10AT;OTIS;Machinerie;MACHINERIE;052;189;292;SODIMAS;catalogue_sodimas_2019
30OT052P00009;Jeu de 2 garnitures pour treuil;Brake linings (*2)for 18ATF;OTIS;Machinerie;MACHINERIE;052;652;292;SODIMAS;catalogue_sodimas_2019
30OT052P00010;Jeu de 2 garnitures pour treuil;Brake linings (*2)for 18ATF;OTIS;Machinerie;MACHINERIE;052;652;292;SODIMAS;catalogue_sodimas_2019
30OT052P00011;Mâchoire 11 VTR - 2 vitesses;Brake arm + lining for 11VTR;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00012;Mâchoire 11 VTR - 2 vitesses;Brake arm + lining for 11VTR;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00013;Mâchoire treuil 18 ATF (T--2000.;Brake arm + lining for 18ATF. Sold;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00014;Mâchoire treuil 18 ATF (T--2000.;Brake arm + lining for 18ATF. Sold;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00015;Bobine frein 11 VT/11 VTR - 115 V;Coil brake (115v-lg 133mm) for;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00016;Bobine frein 11 VT/11 VTR - 115 V;Coil brake (115v-lg 133mm) for;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00017;Ensemble ressort de frein 11 VTR;Assembled spring brake (elec-;OTIS;Machinerie;MACHINERIE;052;497;293;SODIMAS;catalogue_sodimas_2019
30OT052P00018;Ensemble ressort de frein 11 VTR;Assembled spring brake (elec-;OTIS;Machinerie;MACHINERIE;052;497;293;SODIMAS;catalogue_sodimas_2019
30OT052P00019;Kit frein 6D (treuil 11 BT et 16 BT);kit brake 6D;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00022;Kit frein 6D (treuil 11 BT et 16 BT);kit brake 6D;OTIS;Machinerie;MACHINERIE;052;;293;SODIMAS;catalogue_sodimas_2019
30OT052P00023;Kit rétrofit frein treuil 10 ATL;Retrofit brake kit 10 ATL;OTIS;Machinerie;MACHINERIE;052;;294;SODIMAS;catalogue_sodimas_2019
30OT052P00024;Kit rétrofit frein treuil 10 ATL;Retrofit brake kit 10 ATL;OTIS;Machinerie;MACHINERIE;052;;294;SODIMAS;catalogue_sodimas_2019
30OT052P00025;Frein GeN2 - TCA20222BC5 -;Brake for GEN 2 -24 V-LOAD 1050;OTIS;Machinerie;MACHINERIE;052;62;294;SODIMAS;catalogue_sodimas_2019
30OT052P00026;Frein GeN2 - TCA20222BC5 -;Brake for GEN 2 -24 V-LOAD 1050;OTIS;Machinerie;MACHINERIE;052;62;294;SODIMAS;catalogue_sodimas_2019
30OT052P00027;Bobine frein 140 VAT 110 V;COIL BRAKE 140VAT 110V;OTIS;Machinerie;MACHINERIE;052;500;294;SODIMAS;catalogue_sodimas_2019
30OT052P00028;Bobine frein 140 VAT 110 V;COIL BRAKE 140VAT 110V;OTIS;Machinerie;MACHINERIE;052;500;294;SODIMAS;catalogue_sodimas_2019
30OT052P00029;Électro-frein 110 VCC pour treuil;Brake magnet 110vcc motor;OTIS;Machinerie;MACHINERIE;052;;294;SODIMAS;catalogue_sodimas_2019
30OT062P00001;Codeur 13 VTR JAA00633ABF003 - Encoder JAA00633ABF003- for;Codeur TAA633A1 - pour OVF;OTIS;Machinerie;MACHINERIE;062;896;295;SODIMAS;catalogue_sodimas_2019
30OT072P00001;Codeur 13 VTR JAA00633ABF003 - Encoder JAA00633ABF003- for;Codeur TAA633A1 - pour OVF;OTIS;Machinerie;MACHINERIE;072;896;295;SODIMAS;catalogue_sodimas_2019
30OT072P00002;Codeur 13 VTR -;Encoder jaA00633AAC002- for;OTIS;Machinerie;MACHINERIE;072;637;295;SODIMAS;catalogue_sodimas_2019
30OT072P00003;Codeur 13 VTR -;Encoder jaA00633AAC002- for;OTIS;Machinerie;MACHINERIE;072;637;295;SODIMAS;catalogue_sodimas_2019
30OT072P00004;Codeur complet pour GeN2. Co-;coder for GEN 2. Codeur;OTIS;Machinerie;MACHINERIE;072;700;295;SODIMAS;catalogue_sodimas_2019
30OT072P00005;Codeur complet pour GeN2. Co-;coder for GEN 2. Codeur;OTIS;Machinerie;MACHINERIE;072;700;295;SODIMAS;catalogue_sodimas_2019
30OT982P00001;Jeu de 8 charbons 240 AA4 -;Set of 8 brushes 240aa4-gen71-;OTIS;Machinerie;MACHINERIE;982;441;296;SODIMAS;catalogue_sodimas_2019
30OT982P00002;Jeu de 8 charbons 240 AA4 -;Set of 8 brushes 240aa4-gen71-;OTIS;Machinerie;MACHINERIE;982;441;296;SODIMAS;catalogue_sodimas_2019
30OT982P00003;Charbons 240 R3 pour GeN71/82;Brush 240R3 for GEN 71/82A;OTIS;Machinerie;MACHINERIE;982;51;296;SODIMAS;catalogue_sodimas_2019
30OT982P00004;Charbons 240 R3 pour GeN71/82;Brush 240R3 for GEN 71/82A;OTIS;Machinerie;MACHINERIE;982;51;296;SODIMAS;catalogue_sodimas_2019
30OT982P00005;Charbons 240 J1 pour moteur;Brush 240J1 for77G/89;OTIS;Machinerie;MACHINERIE;982;36;296;SODIMAS;catalogue_sodimas_2019
30OT982P00006;Charbons 240 J1 pour moteur;Brush 240J1 for77G/89;OTIS;Machinerie;MACHINERIE;982;36;296;SODIMAS;catalogue_sodimas_2019
30OT982P00007;Charbons 240 J3 pour moteur;Brush 240J3 for 77G/89;OTIS;Machinerie;MACHINERIE;982;33;296;SODIMAS;catalogue_sodimas_2019
30OT982P00008;Charbons 240 J3 pour moteur;Brush 240J3 for 77G/89;OTIS;Machinerie;MACHINERIE;982;33;296;SODIMAS;catalogue_sodimas_2019
30OT982P00009;Charbon 240 P2 pour GeN 65GA;Brush 240P2 for 65GA;OTIS;Machinerie;MACHINERIE;982;41;296;SODIMAS;catalogue_sodimas_2019
30OT982P00010;Charbon 240 P2 pour GeN 65GA;Brush 240P2 for 65GA;OTIS;Machinerie;MACHINERIE;982;41;296;SODIMAS;catalogue_sodimas_2019
30OT982P00011;Charbons 240 P4 (44,5x38x9,5);Brush 240P4;OTIS;Machinerie;MACHINERIE;982;39;297;SODIMAS;catalogue_sodimas_2019
30OT992P00001;Vis fixation poulie 8 VT - 11 VTR;Fastening sheave 8VT-11VTR-;OTIS;Machinerie;MACHINERIE;992;400;298;SODIMAS;catalogue_sodimas_2019
30SC022P00001;Poulie Ø 570 - largeur 87 - 4;Sheave 570 diameter-4*11 ropes;SCHINDLER;Machinerie;MACHINERIE;022;;426;SODIMAS;catalogue_sodimas_2019
30SC022P00002;Poulie Ø 570 - largeur 87 - 4;Sheave 570 diameter-4*11 ropes;SCHINDLER;Machinerie;MACHINERIE;022;;426;SODIMAS;catalogue_sodimas_2019
30SC052P00001;Mâchoire de frein aluminium;Brake arm W140. Sold by the unit.;SCHINDLER;Machinerie;MACHINERIE;052;802;427;SODIMAS;catalogue_sodimas_2019
30SC052P00002;Mâchoire de frein aluminium;Brake arm W140. Sold by the unit.;SCHINDLER;Machinerie;MACHINERIE;052;802;427;SODIMAS;catalogue_sodimas_2019
30SC052P00003;Kit frein W140 - 48 VCC remplace-;Retrofit brake kit W140 -48Vdc. Sold Kit frein W140 - 80 VCC remplace-;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00004;Kit frein W140 - 48 VCC remplace-;Retrofit brake kit W140 -48Vdc. Sold Kit frein W140 - 80 VCC remplace-;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00005;Kit frein W140 - 110 VCC rempla-;Retrofit brake kit W140 -110Vdc;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00006;Kit frein W140 - 110 VCC rempla-;Retrofit brake kit W140 -110Vdc;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00007;Kit frein W140 - 220 VCA rempla-;Retrofit brake kit W140 -220Vac;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00008;Kit frein W140 - 220 VCA rempla-;Retrofit brake kit W140 -220Vac;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00009;Kit frein W54-W54K - 80 VCC;Retrofit brake kit W54-W54K- 80Vdc Kit frein W54-W54K - 110 VCC;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00010;Kit frein W54-W54K - 80 VCC;Retrofit brake kit W54-W54K- 80Vdc Kit frein W54-W54K - 110 VCC;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00011;Kit frein W54-W54K - 180 VCC;Retrofit brake kit W54-W54K-;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00012;Kit frein W54-W54K - 180 VCC;Retrofit brake kit W54-W54K-;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00013;Kit frein W53 - 48 VCC remplace-;Retrofit brake kit W53-48Vdc;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00014;Kit frein W53 - 48 VCC remplace-;Retrofit brake kit W53-48Vdc;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00015;Kit frein W53 - 110 VCC remplace-;Retrofit brake kit W53-110Vdc;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00016;Kit frein W53 - 110 VCC remplace-;Retrofit brake kit W53-110Vdc;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00017;Kit frein W53 - 220 VCA remplace-;Retrofit brake kit W53-220Vac;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00018;Kit frein W53 - 220 VCA remplace-;Retrofit brake kit W53-220Vac;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00019;Kit frein W55-W56-W57 - 80 VCC;Retrofit brake kit W55-W56-W57-;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00020;Kit frein W55-W56-W57 - 80 VCC;Retrofit brake kit W55-W56-W57-;SCHINDLER;Machinerie;MACHINERIE;052;;428;SODIMAS;catalogue_sodimas_2019
30SC052P00021;Kit frein W55-W56-W57 - 180 VCC;Retrofit brake kit W55-W56-W57-;SCHINDLER;Machinerie;MACHINERIE;052;;429;SODIMAS;catalogue_sodimas_2019
30SC052P00022;Kit frein W55-W56-W57 - 180 VCC;Retrofit brake kit W55-W56-W57-;SCHINDLER;Machinerie;MACHINERIE;052;;429;SODIMAS;catalogue_sodimas_2019
30SC052P00023;Électro-frein Binder 205 VCC pour;Break Magnet 205V (WITHOUT;SCHINDLER;Machinerie;MACHINERIE;052;350;429;SODIMAS;catalogue_sodimas_2019
30SC052P00024;Électro-frein Binder 205 VCC pour;Break Magnet 205V (WITHOUT;SCHINDLER;Machinerie;MACHINERIE;052;350;429;SODIMAS;catalogue_sodimas_2019
30SC052P00025;l’unité;;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00026;Kit frein W140 - 48 VCC remplace-;Retrofit brake kit W140 -48Vdc. Sold Kit frein W140 - 80 VCC remplace-;SCHINDLER;Machinerie;MACHINERIE;052;;427;SODIMAS;catalogue_sodimas_2019
30SC052P00028;Kit contact frein;BRAKE CONTACT FOR 3300.;SCHINDLER;Machinerie;MACHINERIE;052;100;429;SODIMAS;catalogue_sodimas_2019
30SC072P00001;Codeur absolu AGSI 593082;Absolute encoder AGSI 593082-EU- Encodeur + câbles + connecteur;SCHINDLER;Machinerie;MACHINERIE;072;920;430;SODIMAS;catalogue_sodimas_2019
30SC072P00002;Codeur absolu AGSI 593082;Absolute encoder AGSI 593082-EU- Encodeur + câbles + connecteur;SCHINDLER;Machinerie;MACHINERIE;072;920;430;SODIMAS;catalogue_sodimas_2019
30SC992P00001;Câble engagement pignon accto.;Pinions engagement Towrope for;SCHINDLER;Machinerie;MACHINERIE;992;294;431;SODIMAS;catalogue_sodimas_2019
30SC992P00002;Câble engagement pignon accto.;Pinions engagement Towrope for;SCHINDLER;Machinerie;MACHINERIE;992;294;431;SODIMAS;catalogue_sodimas_2019
