reference;designation;designation_en;marque_compatible;categorie;categorie_code;sous_categorie;poids_grammes;page_catalogue;fournisseur_code;source
37SC042P00015;Contact à clè type KABA 8 N° 300;SILCA-KABA 8 SWITCH N° 300 two;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;120;486;SODIMAS;catalogue_sodimas_2019
37SC042P00016;Contact à clè type KABA 8 N° 300;SILCA-KABA 8 SWITCH N° 300 two;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;120;486;SODIMAS;catalogue_sodimas_2019
37SC042P00017;Contact à clè type KABA 8 N° 500;SILCA-KABA 8 SWITCH N° 500 two;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;120;486;SODIMAS;catalogue_sodimas_2019
37SC042P00018;Contact à clè type KABA 8 N° 500;SILCA-KABA 8 SWITCH N° 500 two;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;120;486;SODIMAS;catalogue_sodimas_2019
37SC042P00019;Clé type KABA 8 (Silca) sous;Clè type KABA 8 (Silca) sous n° 300;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;11;487;SODIMAS;catalogue_sodimas_2019
37SC042P00020;Clé type KABA 8 (Silca) sous;Clè type KABA 8 (Silca) sous n° 300;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;11;487;SODIMAS;catalogue_sodimas_2019
37SC042P00021;Clé type KABA 8 (Silca) sous;Clè type KABA 8 (Silca) sous n° 500;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;11;487;SODIMAS;catalogue_sodimas_2019
37SC042P00022;Clé type KABA 8 (Silca) sous;Clè type KABA 8 (Silca) sous n° 500;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;042;11;487;SODIMAS;catalogue_sodimas_2019
37SC062P00001;Paliére 1 bouton sensitif -SMART 1 Landing box one button-SMART 1;Palière 1 bouton sensitif +;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;062;98;488;SODIMAS;catalogue_sodimas_2019
37SC062P00002;Paliére 1 bouton sensitif -SMART 1 Landing box one button-SMART 1;Palière 1 bouton sensitif +;SCHINDLER;Boutons/Signalisation;BOUTONS_SIGNAL;062;98;488;SODIMAS;catalogue_sodimas_2019
37SF012P00001;Bouton MT28 gravé appel;Button MT28 written APPEL.;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;44;415;SODIMAS;catalogue_sodimas_2019
37SF012P00002;Bouton RT42 VIII gravé 0 LED;Button RT42 VIII 0 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00003;Bouton RT42 VIII gravé 0 LED;Button RT42 VIII 0 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00004;Bouton RT42 VIII gravé 2 LED;Button RT42 VIII 2 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00005;Bouton RT42 VIII gravé 2 LED;Button RT42 VIII 2 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00006;Bouton RT42 VIII gravé 4 LED;Button RT42 VIII 4 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00007;Bouton RT42 VIII gravé 4 LED;Button RT42 VIII 4 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00008;Bouton RT42 VIII gravé 6 LED;Button RT42 VIII 6 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00009;Bouton RT42 VIII gravé 6 LED;Button RT42 VIII 6 red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00010;Bouton RT42 VIII gravé flèche;Button RT42 VIII up arrow red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00011;Bouton RT42 VIII gravé flèche;Button RT42 VIII up arrow red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;416;SODIMAS;catalogue_sodimas_2019
37SF012P00012;Bouton EB42 IX gravé - 2 LED;BUTTON EB42 IX RED LED -2;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00013;Bouton EB42 IX gravé - 2 LED;BUTTON EB42 IX RED LED -2;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00014;Bouton EB42 IX gravé 0 LED rouge BUTTON EB42 IX RED LED 0;Bouton EB42 IX gravé 1 LED rouge BUTTON EB42 IX RED LED 1;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00015;Bouton EB42 IX gravé 0 LED rouge BUTTON EB42 IX RED LED 0;Bouton EB42 IX gravé 1 LED rouge BUTTON EB42 IX RED LED 1;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00016;Bouton EB42 IX gravé 2 LED rouge BUTTON EB42 IX RED LED 2;Bouton EB42 IX gravé 3 LED rouge BUTTON EB42 IX RED LED 3;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00017;Bouton EB42 IX gravé 2 LED rouge BUTTON EB42 IX RED LED 2;Bouton EB42 IX gravé 3 LED rouge BUTTON EB42 IX RED LED 3;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00018;Bouton EB42 IX gravé 4 LED rouge BUTTON EB42 IX RED LED 4;Bouton EB42 IX gravé 5 LED rouge BUTTON EB42 IX RED LED 5;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00019;Bouton EB42 IX gravé 4 LED rouge BUTTON EB42 IX RED LED 4;Bouton EB42 IX gravé 5 LED rouge BUTTON EB42 IX RED LED 5;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00020;Bouton EB42 IX gravé 6 LED rouge BUTTON EB42 IX RED LED 6;Bouton EB42 IX gravé 7 LED rouge BUTTON EB42 IX RED LED 7;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00021;Bouton EB42 IX gravé 6 LED rouge BUTTON EB42 IX RED LED 6;Bouton EB42 IX gravé 7 LED rouge BUTTON EB42 IX RED LED 7;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;417;SODIMAS;catalogue_sodimas_2019
37SF012P00022;Bouton EB42 IX gravé 8 LED rouge BUTTON EB42 IX RED LED 8;Bouton EB42 IX gravé 9 LED rouge BUTTON EB42 IX RED LED 9;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00023;Bouton EB42 IX gravé 8 LED rouge BUTTON EB42 IX RED LED 8;Bouton EB42 IX gravé 9 LED rouge BUTTON EB42 IX RED LED 9;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00024;Bouton EB42 IX Gravé <> LED;BUTTON EB42 IX RED LED <>;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00025;Bouton EB42 IX Gravé <> LED;BUTTON EB42 IX RED LED <>;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00026;Bouton EB42 IX gravé flèche;BUTTON EB42 IX RED LED UP;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00027;Bouton EB42 IX gravé flèche;BUTTON EB42 IX RED LED UP;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00028;Bouton EB42 IX gravé alarme;BUTTON EB42 IX RED LED ALARM;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00029;Bouton EB42 IX gravé alarme;BUTTON EB42 IX RED LED ALARM;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;41;418;SODIMAS;catalogue_sodimas_2019
37SF012P00030;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;418;SODIMAS;catalogue_sodimas_2019
37SF012P00031;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;418;SODIMAS;catalogue_sodimas_2019
37SF012P00032;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00033;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00034;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00035;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00036;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00037;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00038;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00039;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00040;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00041;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;419;SODIMAS;catalogue_sodimas_2019
37SF012P00042;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;420;SODIMAS;catalogue_sodimas_2019
37SF012P00043;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;420;SODIMAS;catalogue_sodimas_2019
37SF012P00044;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING RED Bouton RT42 IX TIN ton or gravé;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;420;SODIMAS;catalogue_sodimas_2019
37SF012P00045;Bouton RT42 IX TIN ton or gravé;BUTTON RT42 IX TIN -COATING RED Bouton RT42 IX TIN ton or gravé;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;420;SODIMAS;catalogue_sodimas_2019
37SF012P00046;Bouton RT42 IX gravé flèche;Button RT42 IX - up arrow - red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;420;SODIMAS;catalogue_sodimas_2019
37SF012P00047;Bouton RT42 IX gravé flèche;Button RT42 IX - up arrow - red led;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;012;20;420;SODIMAS;catalogue_sodimas_2019
37SF072P00001;Outil de montage pour bouton;Tool for RT42;SCHAEFER;Boutons/Signalisation;BOUTONS_SIGNAL;072;;425;SODIMAS;catalogue_sodimas_2019
37SK012P00001;Carte paliére 2 niveaux SKG;Landing board 2 floors -SKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;177;523;SODIMAS;catalogue_sodimas_2019
37SK012P00002;Carte paliére 2 niveaux SKG;Landing board 2 floors -SKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;177;523;SODIMAS;catalogue_sodimas_2019
37SK012P00003;Carte paliére 4 niveaux SKG;Landing board4floors -SKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;263;523;SODIMAS;catalogue_sodimas_2019
37SK012P00004;Carte paliére 4 niveaux SKG;Landing board4floors -SKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;263;523;SODIMAS;catalogue_sodimas_2019
37SK012P00005;Carte palière 6 niveaux SKG;Landing board 6 floors -SKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;349;523;SODIMAS;catalogue_sodimas_2019
37SK012P00006;Carte palière 6 niveaux SKG;Landing board 6 floors -SKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;349;523;SODIMAS;catalogue_sodimas_2019
37SK012P00007;Corps bouton lumineux 15ATL-;Button 15 atl -SKG/BKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;12;523;SODIMAS;catalogue_sodimas_2019
37SK012P00008;Corps bouton lumineux 15ATL-;Button 15 atl -SKG/BKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;12;523;SODIMAS;catalogue_sodimas_2019
37SK012P00009;Carte boîte a boutons avec;Board with display for AS-SKG;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;012;43;523;SODIMAS;catalogue_sodimas_2019
37SK982P00001;Lampe T5.5K- 30V LG22 mm-pour;Lamp T5,5k- 30V l22mm.;SKG;Boutons/Signalisation;BOUTONS_SIGNAL;982;1;524;SODIMAS;catalogue_sodimas_2019
37TH012P00001;Bouton step Module 1T MCI C;Button step module -MCI C;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;49;556;SODIMAS;catalogue_sodimas_2019
37TH012P00003;Bouton step Module 1T MCI C;Button step module -MCI C;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;49;556;SODIMAS;catalogue_sodimas_2019
37TH012P00004;Bouton ATV Step module 1;Button renforced step module 48 V;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;124;556;SODIMAS;catalogue_sodimas_2019
37TH012P00005;Bouton ATV Step module 1;Button renforced step module 48 V;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;124;556;SODIMAS;catalogue_sodimas_2019
37TH012P00006;Bouton RT42 gravé -2 led bleue;Button RT42 number -2 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;420;SODIMAS;catalogue_sodimas_2019
37TH012P00007;Bouton RT42 gravé -2 led bleue;Button RT42 number -2 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;420;SODIMAS;catalogue_sodimas_2019
37TH012P00008;Bouton RT42 gravé 0 led bleue;Button RT42 number 0 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;420;SODIMAS;catalogue_sodimas_2019
37TH012P00009;Bouton RT42 gravé 0 led bleue;Button RT42 number 0 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;420;SODIMAS;catalogue_sodimas_2019
37TH012P00010;Bouton RT42 gravé 2 led bleue;Button RT42 number 2 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00011;Bouton RT42 gravé 2 led bleue;Button RT42 number 2 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00012;Bouton RT42 gravé 4 led bleue;Button RT42 number 4 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00013;Bouton RT42 gravé 4 led bleue;Button RT42 number 4 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00014;Bouton RT42 gravé 6 led bleue;Button RT42 number 6 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00015;Bouton RT42 gravé 6 led bleue;Button RT42 number 6 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00016;Bouton RT42 gravé 8 led bleue;Button RT42 number 8 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00017;Bouton RT42 gravé 8 led bleue;Button RT42 number 8 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00018;Bouton RT42 gravé 10 led bleue;Button RT42 number 10 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00019;Bouton RT42 gravé 10 led bleue;Button RT42 number 10 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;421;SODIMAS;catalogue_sodimas_2019
37TH012P00020;Bouton RT42 gravé 12 led bleue;Button RT42 number 12 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00021;Bouton RT42 gravé 12 led bleue;Button RT42 number 12 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00022;Bouton RT42 refermeture led;Button RT42 door close blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00023;Bouton RT42 refermeture led;Button RT42 door close blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00024;Bouton RT42 fleche montée.;Button RT42 up arrow blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00025;Bouton RT42 fleche montée.;Button RT42 up arrow blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00026;Bouton RT42 handicapé led bleue;Button RT42 handicap blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00027;Bouton RT42 handicapé led bleue;Button RT42 handicap blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;19;422;SODIMAS;catalogue_sodimas_2019
37TH012P00028;Bouton VB42 gravé -1 led bleue;Button VB42 number -1 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;422;SODIMAS;catalogue_sodimas_2019
37TH012P00029;Bouton VB42 gravé -1 led bleue;Button VB42 number -1 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;422;SODIMAS;catalogue_sodimas_2019
37TH012P00030;Bouton VB42 gravé 1 led bleue;Button VB42 number 1 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00031;Bouton VB42 gravé 1 led bleue;Button VB42 number 1 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00032;Bouton VB42 gravé 3 led bleue;Button VB42 number 3 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00033;Bouton VB42 gravé 3 led bleue;Button VB42 number 3 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00034;Bouton VB42 gravé 5 led bleue;Button VB42 number 5 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00035;Bouton VB42 gravé 5 led bleue;Button VB42 number 5 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00036;Bouton VB42 gravé 7 led bleue;Button VB42 number 7 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00037;Bouton VB42 gravé 7 led bleue;Button VB42 number 7 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00038;Bouton VB42 gravé 9 led bleue;Button VB42 number 9 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00039;Bouton VB42 gravé 9 led bleue;Button VB42 number 9 blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;423;SODIMAS;catalogue_sodimas_2019
37TH012P00040;Bouton VB42 gravé 11 led bleue;Button VB42 number 11blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;38;424;SODIMAS;catalogue_sodimas_2019
37TH012P00041;Bouton VB42 gravé 11 led bleue;Button VB42 number 11blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;38;424;SODIMAS;catalogue_sodimas_2019
37TH012P00042;Bouton VB42 réouverture led;Button VB42 door reopen blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;67;424;SODIMAS;catalogue_sodimas_2019
37TH012P00043;Bouton VB42 réouverture led;Button VB42 door reopen blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;67;424;SODIMAS;catalogue_sodimas_2019
37TH012P00044;Bouton VB42 alarme;Button VB42 alarme blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;424;SODIMAS;catalogue_sodimas_2019
37TH012P00045;Bouton VB42 alarme;Button VB42 alarme blue led;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;424;SODIMAS;catalogue_sodimas_2019
37TH012P00046;Bouton VB42 fleche descente.;Button VB42 down arrow -2;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;424;SODIMAS;catalogue_sodimas_2019
37TH012P00047;Bouton VB42 fleche descente.;Button VB42 down arrow -2;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;424;SODIMAS;catalogue_sodimas_2019
37TH012P00048;Etiquettes 12 caractères - STEP;Set of 12 stickers for button STEP;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;16;556;SODIMAS;catalogue_sodimas_2019
37TH012P00049;Etiquettes 12 caractères - STEP;Set of 12 stickers for button STEP;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;16;556;SODIMAS;catalogue_sodimas_2019
37TH012P00050;Bouton VB42 gravé 14 led bleue;Button VB42 number 14 blue led. .;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;012;68;556;SODIMAS;catalogue_sodimas_2019
37TH022P00001;AFFICHEUR COMPLET LCD PIL-4;LCD DISPLAY.;THYSSEN;Boutons/Signalisation;BOUTONS_SIGNAL;022;1340;557;SODIMAS;catalogue_sodimas_2019
38BU012P00001;Carte électronique Delcon;Delta controller LRV-1 -DELCON;BUCHER-BERINGER;Armoires;ELECTRONIQUE;012;300;99;SODIMAS;catalogue_sodimas_2019
38BU042P00001;Rack alimentation NTA-2;Power module NTA 2 220/230/240;BUCHER-BERINGER;Armoires;ELECTRONIQUE;042;1;100;SODIMAS;catalogue_sodimas_2019
38BU042P00002;Rack alimentation NTA-2;Power module NTA 2 220/230/240;BUCHER-BERINGER;Armoires;ELECTRONIQUE;042;1;100;SODIMAS;catalogue_sodimas_2019
38BU042P00003;Rack alimentation NTA-2;Power module NTA 2 100/115/120;BUCHER-BERINGER;Armoires;ELECTRONIQUE;042;;100;SODIMAS;catalogue_sodimas_2019
38DA012P00001;Carte 2 arrêts 75 IB - Microlift;75IB Board 2 stops-Microlift;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;012;231;125;SODIMAS;catalogue_sodimas_2019
38DA012P00002;Carte 2 arrêts 75 IB - Microlift;75IB Board 2 stops-Microlift;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;012;231;125;SODIMAS;catalogue_sodimas_2019
38DA012P00003;Carte 5/6 arrêts 75 IB - Microlift;75IB Board 5/6 stops- Microlift;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;012;248;125;SODIMAS;catalogue_sodimas_2019
38DA042P00001;Transformateur 130 VA;Transformer 130VA;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;042;335;126;SODIMAS;catalogue_sodimas_2019
38DA042P00002;Transformateur 130 VA;Transformer 130VA;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;042;335;126;SODIMAS;catalogue_sodimas_2019
38DA042P00003;Relais démarrage monophasé -;Starter relay 175AM board ( Start 1;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;042;231;126;SODIMAS;catalogue_sodimas_2019
38DA052P00001;Relais 8 broches 48 VCA 5 A;Door relay 5a 48vca;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;052;78;127;SODIMAS;catalogue_sodimas_2019
38DA982P00001;Boîte de 10 fusibles verres 5x20;set of 10 fuse 5*20 2A;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;982;9;128;SODIMAS;catalogue_sodimas_2019
38DA982P00002;Boîte de 10 fusibles verres 5x20;set of 10 fuse 5*20 2A;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;982;9;128;SODIMAS;catalogue_sodimas_2019
38DA982P00003;Câble connexion 75 IB potencia;wiring from 75IB to POTENZA 689;DALDOSS-MICROLIFT;Armoires;ELECTRONIQUE;982;54;128;SODIMAS;catalogue_sodimas_2019
38DI012P00001;Carte manœuvre Autur Twister;Board Autur CAN bus TWISTER;DIVERS;Armoires;ELECTRONIQUE;012;463;95;SODIMAS;catalogue_sodimas_2019
38DI032P00001;Carte toit cabine Autur Twister;TWISTER TW02 Car roof module;DIVERS;Armoires;ELECTRONIQUE;032;225;96;SODIMAS;catalogue_sodimas_2019
38DI032P00002;Carte toit cabine Autur Twister;TWISTER TW02 Car roof module;DIVERS;Armoires;ELECTRONIQUE;032;225;96;SODIMAS;catalogue_sodimas_2019
