reference,designation,fournisseur_code,categorie_code,sous_categorie,marque_compatible,poids_grammes,page_catalogue,source,actif
36SC992P00007,Basculeur QKS11 gauche - ouver-,SODIMAS,PORTES_CABINE,992,SCHINDLER,336,473,catalogue_sodimas_2019,true
36SC992P00008,Basculeur QKS11 gauche - ouver-,SODIMAS,PORTES_CABINE,992,SCHINDLER,336,473,catalogue_sodimas_2019,true
36SC992P00009,Bande frein QKS8,SODIMAS,PORTES_CABINE,992,SCHINDLER,17,473,catalogue_sodimas_2019,true
36SC992P00010,Bande frein QKS8,SODIMAS,PORTES_CABINE,992,SCHINDLER,17,473,catalogue_sodimas_2019,true
36SC992P00011,Tendeur QKS11 ouverture vers la,SODIMAS,PORTES_CABINE,992,SCHINDLER,180,474,catalogue_sodimas_2019,true
36SC992P00012,Tendeur QKS11 ouverture vers la,SODIMAS,PORTES_CABINE,992,SCHINDLER,180,474,catalogue_sodimas_2019,true
36SC992P00013,Déclencheur QKS11 ouverture,SODIMAS,PORTES_CABINE,992,SCHINDLER,190,474,catalogue_sodimas_2019,true
36SC992P00014,Déclencheur QKS11 ouverture,SODIMAS,PORTES_CABINE,992,SCHINDLER,190,474,catalogue_sodimas_2019,true
36SC992P00015,Came servo - moteur AHC 3,SODIMAS,PORTES_CABINE,992,SCHINDLER,32,474,catalogue_sodimas_2019,true
36SC992P00016,Came servo - moteur AHC 3,SODIMAS,PORTES_CABINE,992,SCHINDLER,32,474,catalogue_sodimas_2019,true
36SC992P00017,Levier came servo - moteur AHC2- Lever with roller for kdw.,SODIMAS,PORTES_CABINE,992,SCHINDLER,120,474,catalogue_sodimas_2019,true
36SC992P00018,Levier came servo - moteur AHC2- Lever with roller for kdw.,SODIMAS,PORTES_CABINE,992,SCHINDLER,120,474,catalogue_sodimas_2019,true
36SC992P00019,Parallèlogramme complet pour,SODIMAS,PORTES_CABINE,992,SCHINDLER,900,474,catalogue_sodimas_2019,true
36SC992P00020,Parallèlogramme complet pour,SODIMAS,PORTES_CABINE,992,SCHINDLER,900,474,catalogue_sodimas_2019,true
36SC992P00021,Roue manivelle QKS9 équipée,SODIMAS,PORTES_CABINE,992,SCHINDLER,350,475,catalogue_sodimas_2019,true
36SC992P00022,Roue manivelle QKS9 équipée,SODIMAS,PORTES_CABINE,992,SCHINDLER,350,475,catalogue_sodimas_2019,true
36SC992P00023,Poulie contrepoids porte Varidor,SODIMAS,PORTES_CABINE,992,SCHINDLER,16,475,catalogue_sodimas_2019,true
36SC992P00024,Poulie contrepoids porte Varidor,SODIMAS,PORTES_CABINE,992,SCHINDLER,16,475,catalogue_sodimas_2019,true
36SC992P00025,Ressort gauche porte QKS6/QKS9,SODIMAS,PORTES_CABINE,992,SCHINDLER,232,475,catalogue_sodimas_2019,true
36SC992P00026,Ressort gauche porte QKS6/QKS9,SODIMAS,PORTES_CABINE,992,SCHINDLER,232,475,catalogue_sodimas_2019,true
36SC992P00027,Capteur fin de course operateur,SODIMAS,PORTES_CABINE,992,SCHINDLER,82,475,catalogue_sodimas_2019,true
36SE012P00001,Galet Ø 56/50*16 SELCOM/,SODIMAS,PORTES_CABINE,012,SELCOM-WITTUR,67,515,catalogue_sodimas_2019,true
36SE012P00002,Galet Ø 56/50*16 SELCOM/,SODIMAS,PORTES_CABINE,012,SELCOM-WITTUR,67,515,catalogue_sodimas_2019,true
36SE022P00001,Kit 4 patins + visserie,SODIMAS,PORTES_CABINE,022,SELCOM-WITTUR,255,516,catalogue_sodimas_2019,true
36SE022P00002,Kit 4 patins + visserie,SODIMAS,PORTES_CABINE,022,SELCOM-WITTUR,255,516,catalogue_sodimas_2019,true
36SE032P00001,Pièce SELCOM-WITTUR 36SE032P00001,SODIMAS,PORTES_CABINE,032,SELCOM-WITTUR,70,517,catalogue_sodimas_2019,true
36SE032P00002,Pièce SELCOM-WITTUR 36SE032P00002,SODIMAS,PORTES_CABINE,032,SELCOM-WITTUR,70,517,catalogue_sodimas_2019,true
36SE072P00001,Contact kf9074-SELCOM,SODIMAS,PORTES_CABINE,072,SELCOM-WITTUR,30,518,catalogue_sodimas_2019,true
36SL012P00001,Butèe courbhane diam 24mm-,SODIMAS,PORTES_CABINE,012,SLYCMA,4,531,catalogue_sodimas_2019,true
36SL012P00002,Butèe courbhane diam 24mm-,SODIMAS,PORTES_CABINE,012,SLYCMA,4,531,catalogue_sodimas_2019,true
36SL012P00003,Bague metaframe diam15 mm,SODIMAS,PORTES_CABINE,012,SLYCMA,7,531,catalogue_sodimas_2019,true
36SL012P00004,Bague metaframe diam15 mm,SODIMAS,PORTES_CABINE,012,SLYCMA,7,531,catalogue_sodimas_2019,true
36SL012P00005,Galet diametre 56mm gorge,SODIMAS,PORTES_CABINE,012,SLYCMA,81,531,catalogue_sodimas_2019,true
36SL012P00006,Galet diametre 56mm gorge,SODIMAS,PORTES_CABINE,012,SLYCMA,81,531,catalogue_sodimas_2019,true
36SL012P00007,Contre-galet diam 43mm gorge,SODIMAS,PORTES_CABINE,012,SLYCMA,75,531,catalogue_sodimas_2019,true
36SL012P00008,Contre-galet diam 43mm gorge,SODIMAS,PORTES_CABINE,012,SLYCMA,75,531,catalogue_sodimas_2019,true
36SL022P00001,Patin porte ECOSIL-DYN-JET-EN-,SODIMAS,PORTES_CABINE,022,SLYCMA,8,532,catalogue_sodimas_2019,true
36SL022P00002,Patin porte ECOSIL-DYN-JET-EN-,SODIMAS,PORTES_CABINE,022,SLYCMA,8,532,catalogue_sodimas_2019,true
36SL022P00003,Patin porte CABY 3-LASER 3 VOT,SODIMAS,PORTES_CABINE,022,SLYCMA,5,532,catalogue_sodimas_2019,true
36SL032P00001,Cable déverouillage perpendicu-,SODIMAS,PORTES_CABINE,032,SLYCMA,52,533,catalogue_sodimas_2019,true
36SL032P00002,Cable déverouillage perpendicu-,SODIMAS,PORTES_CABINE,032,SLYCMA,52,533,catalogue_sodimas_2019,true
36SL072P00001,Support contact arrachement,SODIMAS,PORTES_CABINE,072,SLYCMA,70,534,catalogue_sodimas_2019,true
36SL072P00002,Support contact arrachement,SODIMAS,PORTES_CABINE,072,SLYCMA,70,534,catalogue_sodimas_2019,true
36SL502P00001,Galet butée diam 45mm-ECOSIL/,SODIMAS,PORTES_CABINE,502,SLYCMA,25,535,catalogue_sodimas_2019,true
36SL502P00002,Galet butée diam 45mm-ECOSIL/,SODIMAS,PORTES_CABINE,502,SLYCMA,25,535,catalogue_sodimas_2019,true
36SL502P00003,Ressort rappel pour pince DYN,SODIMAS,PORTES_CABINE,502,SLYCMA,18,535,catalogue_sodimas_2019,true
36SL542P00001,Moteur Leroy Somer 63/T porte,SODIMAS,PORTES_CABINE,542,SLYCMA,388,536,catalogue_sodimas_2019,true
36SL542P00002,Moteur Leroy Somer 63/T porte,SODIMAS,PORTES_CABINE,542,SLYCMA,388,536,catalogue_sodimas_2019,true
36SL542P00003,Moteur 14cm/kg -porte DYN-,SODIMAS,PORTES_CABINE,542,SLYCMA,,536,catalogue_sodimas_2019,true
36SL542P00004,Moteur 14cm/kg -porte DYN-,SODIMAS,PORTES_CABINE,542,SLYCMA,,536,catalogue_sodimas_2019,true
36SL542P00005,MOTOREDUCTEUR PLYCAB 2,SODIMAS,PORTES_CABINE,542,SLYCMA,,536,catalogue_sodimas_2019,true
36SL542P00006,MOTOREDUCTEUR PLYCAB 2,SODIMAS,PORTES_CABINE,542,SLYCMA,,536,catalogue_sodimas_2019,true
36SL542P00007,Moteur Tecmotion 24v 100w,SODIMAS,PORTES_CABINE,542,SLYCMA,,536,catalogue_sodimas_2019,true
36SL552P00001,Courroie Z40 lg1040 porte DYN,SODIMAS,PORTES_CABINE,552,SLYCMA,62,537,catalogue_sodimas_2019,true
36SL552P00002,Courroie Z40 lg1040 porte DYN,SODIMAS,PORTES_CABINE,552,SLYCMA,62,537,catalogue_sodimas_2019,true
36SL552P00003,Courroie cotè moteur 711J4,SODIMAS,PORTES_CABINE,552,SLYCMA,22,537,catalogue_sodimas_2019,true
36SL552P00004,Courroie cotè moteur 711J4,SODIMAS,PORTES_CABINE,552,SLYCMA,22,537,catalogue_sodimas_2019,true
36SL552P00005,914J8-ECOSIL,SODIMAS,PORTES_CABINE,552,SLYCMA,60,537,catalogue_sodimas_2019,true
36SL552P00006,914J8-ECOSIL,SODIMAS,PORTES_CABINE,552,SLYCMA,60,537,catalogue_sodimas_2019,true
36SL552P00007,Pignon 14 dents pour moteur,SODIMAS,PORTES_CABINE,552,SLYCMA,27,537,catalogue_sodimas_2019,true
36SL552P00008,Pignon 14 dents pour moteur,SODIMAS,PORTES_CABINE,552,SLYCMA,27,537,catalogue_sodimas_2019,true
36SL562P00001,Kit SAV Coffret ARIANE3 180W,SODIMAS,PORTES_CABINE,562,SLYCMA,,538,catalogue_sodimas_2019,true
36SL562P00002,Kit SAV Coffret ARIANE3 180W,SODIMAS,PORTES_CABINE,562,SLYCMA,,538,catalogue_sodimas_2019,true
36SL562P00003,Coffret PLYCAB2 (avec condensa- Switch box PLYCAB2,SODIMAS,PORTES_CABINE,562,SLYCMA,594,538,catalogue_sodimas_2019,true
36SL562P00005,Coffret PLYCAB2 (avec condensa- Switch box PLYCAB2,SODIMAS,PORTES_CABINE,562,SLYCMA,594,538,catalogue_sodimas_2019,true
36SL562P00006,Ensemble MOTEUR /SLYCMA-,SODIMAS,PORTES_CABINE,562,SLYCMA,600,538,catalogue_sodimas_2019,true
36SL562P00007,Ensemble MOTEUR /SLYCMA-,SODIMAS,PORTES_CABINE,562,SLYCMA,600,538,catalogue_sodimas_2019,true
36SL992P00001,Accouplement bras opérateur,SODIMAS,PORTES_CABINE,992,SLYCMA,73,539,catalogue_sodimas_2019,true
36SL992P00002,Accouplement bras opérateur,SODIMAS,PORTES_CABINE,992,SLYCMA,73,539,catalogue_sodimas_2019,true
36SL992P00003,Axe pivot vantail Plycab2,SODIMAS,PORTES_CABINE,992,SLYCMA,25,539,catalogue_sodimas_2019,true
36SL992P00004,Axe pivot vantail Plycab2,SODIMAS,PORTES_CABINE,992,SLYCMA,25,539,catalogue_sodimas_2019,true
36SO552P00001,Courroie crantèe LG2500mm,SODIMAS,PORTES_CABINE,552,FERMATOR,120,256,catalogue_sodimas_2019,true
36TH012P00001,Galet diam 80 porte auto OC/OL,SODIMAS,PORTES_CABINE,012,THYSSEN,84,549,catalogue_sodimas_2019,true
36TH012P00002,Galet diam 80 porte auto OC/OL,SODIMAS,PORTES_CABINE,012,THYSSEN,84,549,catalogue_sodimas_2019,true
36TH012P00003,Pièce THYSSEN 36TH012P00003,SODIMAS,PORTES_CABINE,012,THYSSEN,63,549,catalogue_sodimas_2019,true
36TH012P00004,Pièce THYSSEN 36TH012P00004,SODIMAS,PORTES_CABINE,012,THYSSEN,63,549,catalogue_sodimas_2019,true
36TH022P00001,Patin feutre porte D4 - S4,SODIMAS,PORTES_CABINE,022,THYSSEN,104,550,catalogue_sodimas_2019,true
36TH022P00002,Patin feutre porte D4 - S4,SODIMAS,PORTES_CABINE,022,THYSSEN,104,550,catalogue_sodimas_2019,true
36TH072P00001,Galet deverouillage sabre porte,SODIMAS,PORTES_CABINE,072,THYSSEN,20,551,catalogue_sodimas_2019,true
36TH502P00001,Bielette de sabre de porte,SODIMAS,PORTES_CABINE,502,THYSSEN,24,552,catalogue_sodimas_2019,true
36TH502P00002,Bielette de sabre de porte,SODIMAS,PORTES_CABINE,502,THYSSEN,24,552,catalogue_sodimas_2019,true
36TH502P00003,Sabre rt200 rampant 500mm.,SODIMAS,PORTES_CABINE,502,THYSSEN,,552,catalogue_sodimas_2019,true
36TH502P00004,Sabre rt200 rampant 500mm.,SODIMAS,PORTES_CABINE,502,THYSSEN,,552,catalogue_sodimas_2019,true
36TH542P00001,Moteur Himmel231032230020,SODIMAS,PORTES_CABINE,542,THYSSEN,,553,catalogue_sodimas_2019,true
36TH542P00002,Moteur Himmel231032230020,SODIMAS,PORTES_CABINE,542,THYSSEN,,553,catalogue_sodimas_2019,true
36TH552P00001,Courroie crantèe opèrateur D6C,SODIMAS,PORTES_CABINE,552,THYSSEN,60,554,catalogue_sodimas_2019,true
36TH562P00001,Carte opérateur D6C-,SODIMAS,PORTES_CABINE,562,THYSSEN,486,555,catalogue_sodimas_2019,true
36TH562P00002,Carte opérateur D6C-,SODIMAS,PORTES_CABINE,562,THYSSEN,486,555,catalogue_sodimas_2019,true
36TH562P00003,Carte opérateur 743 695 020,SODIMAS,PORTES_CABINE,562,THYSSEN,557,555,catalogue_sodimas_2019,true
36TH562P00004,Carte opérateur 743 695 020,SODIMAS,PORTES_CABINE,562,THYSSEN,557,555,catalogue_sodimas_2019,true
36TH562P00005,Carte opérateur RT201 SAV,SODIMAS,PORTES_CABINE,562,THYSSEN,378,555,catalogue_sodimas_2019,true
36TH562P00006,Carte opérateur RT201 SAV,SODIMAS,PORTES_CABINE,562,THYSSEN,378,555,catalogue_sodimas_2019,true
36TH562P00007,Carte opérateur D6 version 2.2,SODIMAS,PORTES_CABINE,562,THYSSEN,610,555,catalogue_sodimas_2019,true
36TH562P00008,Carte opérateur D6 version 2.2,SODIMAS,PORTES_CABINE,562,THYSSEN,610,555,catalogue_sodimas_2019,true
37DA012P00001,Bouton lumière blanche monte,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,15,122,catalogue_sodimas_2019,true
37DA012P00002,Bouton lumière blanche monte,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,15,122,catalogue_sodimas_2019,true
37DA012P00003,Voyant indicateur rouge - Microlift Light indicator red,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,14,122,catalogue_sodimas_2019,true
37DA012P00004,Voyant indicateur rouge - Microlift Light indicator red,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,14,122,catalogue_sodimas_2019,true
37DA012P00005,Touche verte bouton - Microlift,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,1,122,catalogue_sodimas_2019,true
37DA012P00006,Touche verte bouton - Microlift,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,1,122,catalogue_sodimas_2019,true
37DA012P00007,"Lot de 100 lampes 28 V 1,2 W",SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,46,122,catalogue_sodimas_2019,true
37DA012P00008,"Lot de 100 lampes 28 V 1,2 W",SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,46,122,catalogue_sodimas_2019,true
37DA012P00009,Boîte de 10 lampes LED couleur,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,15,122,catalogue_sodimas_2019,true
37DA012P00010,Boîte de 10 lampes LED couleur,SODIMAS,BOUTONS_SIGNAL,012,DALDOSS-MICROLIFT,15,122,catalogue_sodimas_2019,true
37DA062P00001,Palière 2 boutons + voyant de,SODIMAS,BOUTONS_SIGNAL,062,DALDOSS-MICROLIFT,116,123,catalogue_sodimas_2019,true
37DA992P00001,Outil remplacement lampes pour,SODIMAS,BOUTONS_SIGNAL,992,DALDOSS-MICROLIFT,7,124,catalogue_sodimas_2019,true
37DI012P00001,Bouton VB42 gravé -2 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,413,catalogue_sodimas_2019,true
37DI012P00002,Bouton VB42 gravé -2 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,413,catalogue_sodimas_2019,true
37DI012P00003,Bouton VB42 gravé 0 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00004,Bouton VB42 gravé 0 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00005,Bouton VB42 gravé 2 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00006,Bouton VB42 gravé 2 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00007,Bouton VB42 gravé 4 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00008,Bouton VB42 gravé 4 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00009,Bouton VB42 gravé 6 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00010,Bouton VB42 gravé 6 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00011,Bouton VB42 gravé 8 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00012,Bouton VB42 gravé 8 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,414,catalogue_sodimas_2019,true
37DI012P00013,Bouton VB42 gravé 10 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00014,Bouton VB42 gravé 10 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00015,Bouton VB42 gravé 12 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00016,Bouton VB42 gravé 12 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00017,Bouton VB42 gravé 14 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00018,Bouton VB42 gravé 14 LED rouge,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00019,Bouton VB42 gravé flèche montée Button VB42 arrow up red led,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00020,Bouton VB42 gravé flèche montée Button VB42 arrow up red led,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,68,415,catalogue_sodimas_2019,true
37DI012P00021,Bouton MT28 gravé appel,SODIMAS,BOUTONS_SIGNAL,012,DIVERS,44,415,catalogue_sodimas_2019,true
37DI022P00001,Afficheur CAN matrice tricolore,SODIMAS,BOUTONS_SIGNAL,022,DIVERS,90,93,catalogue_sodimas_2019,true
37DI022P00002,Afficheur CAN matrice tricolore,SODIMAS,BOUTONS_SIGNAL,022,DIVERS,90,93,catalogue_sodimas_2019,true
37DI042P00001,Clé micro Kaba EB0001,SODIMAS,BOUTONS_SIGNAL,042,DIVERS,4,588,catalogue_sodimas_2019,true
37DI042P00002,Clé micro Kaba EB0001,SODIMAS,BOUTONS_SIGNAL,042,DIVERS,4,588,catalogue_sodimas_2019,true
37DI042P00003,Clé seule sous n°390202,SODIMAS,BOUTONS_SIGNAL,042,DIVERS,11,588,catalogue_sodimas_2019,true
37DI042P00004,Clé sous n°J9215,SODIMAS,BOUTONS_SIGNAL,042,DIVERS,11,485,catalogue_sodimas_2019,true
37DI042P00005,Clé sous n°J9215,SODIMAS,BOUTONS_SIGNAL,042,DIVERS,11,485,catalogue_sodimas_2019,true
37DI042P00006,Clé seule sous n°390202,SODIMAS,BOUTONS_SIGNAL,042,DIVERS,11,588,catalogue_sodimas_2019,true
37DI062P00001,Palière avec bouton flèche rouge,SODIMAS,BOUTONS_SIGNAL,062,DIVERS,340,94,catalogue_sodimas_2019,true
37DI062P00002,Palière avec bouton flèche rouge,SODIMAS,BOUTONS_SIGNAL,062,DIVERS,340,94,catalogue_sodimas_2019,true
37DI982P00001,"Lampe T5.5K- 24V 1,2W LG22 mm",SODIMAS,BOUTONS_SIGNAL,982,DIVERS,1,524,catalogue_sodimas_2019,true
37DI982P00002,"Lampe T5.5K- 24V 1,2W LG22 mm",SODIMAS,BOUTONS_SIGNAL,982,DIVERS,1,524,catalogue_sodimas_2019,true
37KO012P00001,Bouton KSS blanc cabine,SODIMAS,BOUTONS_SIGNAL,012,KONE,5,186,catalogue_sodimas_2019,true
37KO012P00002,Bouton KSS blanc cabine,SODIMAS,BOUTONS_SIGNAL,012,KONE,5,186,catalogue_sodimas_2019,true
37KO012P00003,Bouton KSS gris palier + buzzer,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,186,catalogue_sodimas_2019,true
37KO012P00004,Bouton KSS gris palier + buzzer,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,186,catalogue_sodimas_2019,true
37KO012P00005,Bouton KSS vert cabine,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,186,catalogue_sodimas_2019,true
37KO012P00006,Bouton KSS vert cabine,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,186,catalogue_sodimas_2019,true
37KO012P00007,Bouton KSS blanc palier F2KFB1 +,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,186,catalogue_sodimas_2019,true
37KO012P00008,Bouton KSS blanc palier F2KFB1 +,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,186,catalogue_sodimas_2019,true
37KO012P00009,Bouton KSS blanc cabine F2KKIB,SODIMAS,BOUTONS_SIGNAL,012,KONE,5,186,catalogue_sodimas_2019,true
37KO012P00010,Bouton KSS blanc cabine F2KKIB,SODIMAS,BOUTONS_SIGNAL,012,KONE,5,186,catalogue_sodimas_2019,true
37KO012P00011,Carte LED jaune 12/220V bouton,SODIMAS,BOUTONS_SIGNAL,012,KONE,2,187,catalogue_sodimas_2019,true
37KO012P00012,Carte LED jaune 12/220V bouton,SODIMAS,BOUTONS_SIGNAL,012,KONE,2,187,catalogue_sodimas_2019,true
37KO012P00013,Bouton M man. 60 VCC lumineux,SODIMAS,BOUTONS_SIGNAL,012,KONE,15,187,catalogue_sodimas_2019,true
37KO012P00014,Bouton M man. 60 VCC lumineux,SODIMAS,BOUTONS_SIGNAL,012,KONE,15,187,catalogue_sodimas_2019,true
37KO012P00015,Carte bouton palier 6/125 V,SODIMAS,BOUTONS_SIGNAL,012,KONE,20,187,catalogue_sodimas_2019,true
37KO012P00016,Carte bouton palier 6/125 V,SODIMAS,BOUTONS_SIGNAL,012,KONE,20,187,catalogue_sodimas_2019,true
37KO012P00017,Palière 2 boutons Montée/Des-,SODIMAS,BOUTONS_SIGNAL,012,KONE,159,187,catalogue_sodimas_2019,true
37KO012P00018,Palière 2 boutons Montée/Des-,SODIMAS,BOUTONS_SIGNAL,012,KONE,159,187,catalogue_sodimas_2019,true
37KO012P00019,Pastille KSS gravée 1,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,187,catalogue_sodimas_2019,true
37KO012P00020,Pastille KSS gravée 1,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,187,catalogue_sodimas_2019,true
37KO012P00021,Pastille KSS gravée 3,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00022,Pastille KSS gravée 3,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00023,Pastille KSS gravée 5,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00024,Pastille KSS gravée 5,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00025,Pastille KSS gravée -1,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00026,Pastille KSS gravée -1,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00027,Pastille KSS gravée flèche,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00028,Pastille KSS gravée flèche,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00029,Pastille KSS gravée symbole,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00030,Pastille KSS gravée symbole,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,188,catalogue_sodimas_2019,true
37KO012P00031,Bouton KSS gris palier + buzzer,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,189,catalogue_sodimas_2019,true
37KO012P00032,Bouton KSS gris palier + buzzer,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,189,catalogue_sodimas_2019,true
37KO012P00033,Collerette fixation pour boutons,SODIMAS,BOUTONS_SIGNAL,012,KONE,2,189,catalogue_sodimas_2019,true
37KO012P00034,Collerette fixation pour boutons,SODIMAS,BOUTONS_SIGNAL,012,KONE,2,189,catalogue_sodimas_2019,true
37KO012P00035,PASTILLE KSS VIERGE - fond gris,SODIMAS,BOUTONS_SIGNAL,012,KONE,4,189,catalogue_sodimas_2019,true
37KO012P00036,PASTILLE KSS VIERGE - fond gris,SODIMAS,BOUTONS_SIGNAL,012,KONE,4,189,catalogue_sodimas_2019,true
37KO012P00037,Palière 2 boutons Montée/Des-,SODIMAS,BOUTONS_SIGNAL,012,KONE,157,189,catalogue_sodimas_2019,true
37KO012P00038,Palière 2 boutons Montée/Des-,SODIMAS,BOUTONS_SIGNAL,012,KONE,157,189,catalogue_sodimas_2019,true
37KO012P00039,Touche inox flèche descente Delta Pastil written down arrow- DELTA,SODIMAS,BOUTONS_SIGNAL,012,KONE,11,189,catalogue_sodimas_2019,true
37KO012P00040,Touche inox flèche descente Delta Pastil written down arrow- DELTA,SODIMAS,BOUTONS_SIGNAL,012,KONE,11,189,catalogue_sodimas_2019,true
37KO012P00041,Bouton M man. 60 VCC lumineux,SODIMAS,BOUTONS_SIGNAL,012,KONE,15,190,catalogue_sodimas_2019,true
37KO012P00042,Bouton M man. 60 VCC lumineux,SODIMAS,BOUTONS_SIGNAL,012,KONE,15,190,catalogue_sodimas_2019,true
37KO012P00043,Carte arrière pour 1 bouton Sigma Board for 1 button SIGMA,SODIMAS,BOUTONS_SIGNAL,012,KONE,4,190,catalogue_sodimas_2019,true
37KO012P00044,Carte arrière pour 1 bouton Sigma Board for 1 button SIGMA,SODIMAS,BOUTONS_SIGNAL,012,KONE,4,190,catalogue_sodimas_2019,true
37KO012P00045,Pastille KSS symbole 7,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,190,catalogue_sodimas_2019,true
37KO012P00046,Pastille KSS symbole 7,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,190,catalogue_sodimas_2019,true
37KO012P00047,Pastille KSS symbole 9,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,190,catalogue_sodimas_2019,true
37KO012P00048,Pastille KSS symbole 9,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,190,catalogue_sodimas_2019,true
37KO012P00049,Pastille KSS symbole 11,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,190,catalogue_sodimas_2019,true
37KO012P00050,Pastille KSS symbole 11,SODIMAS,BOUTONS_SIGNAL,012,KONE,3,190,catalogue_sodimas_2019,true
37KO012P00051,Jeu de 5 Touches (6-10) bouton M,SODIMAS,BOUTONS_SIGNAL,012,KONE,10,191,catalogue_sodimas_2019,true
37KO012P00052,Jeu de 5 Touches (6-10) bouton M,SODIMAS,BOUTONS_SIGNAL,012,KONE,10,191,catalogue_sodimas_2019,true
37KO012P00053,Bouton KSS blanc palier,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,191,catalogue_sodimas_2019,true
37KO012P00054,Bouton KSS blanc palier,SODIMAS,BOUTONS_SIGNAL,012,KONE,6,191,catalogue_sodimas_2019,true
37KO012P00055,Bouton KSS cabine LED ambrée,SODIMAS,BOUTONS_SIGNAL,012,KONE,5,191,catalogue_sodimas_2019,true
