reference,designation,fournisseur_code,categorie_code,sous_categorie,marque_compatible,poids_grammes,page_catalogue,source,actif
35IS512P00004,Ferme-porte IS115 force 2-4 bras,SODIMAS,PORTES_PALIERES,512,ISEO,,162,catalogue_sodimas_2019,true
35IS512P00005,Ferme-porte IS115 force 2-4 bras,SODIMAS,PORTES_PALIERES,512,ISEO,,162,catalogue_sodimas_2019,true
35IS512P00006,Ferme-porte IS115 force 2-4 bras,SODIMAS,PORTES_PALIERES,512,ISEO,,162,catalogue_sodimas_2019,true
35IS512P00007,Ferme-porte IS115 force 2-4 bras,SODIMAS,PORTES_PALIERES,512,ISEO,,162,catalogue_sodimas_2019,true
35KO012P00001,Contre-galet Ø 41 mm + axe fileté,SODIMAS,PORTES_PALIERES,012,KONE,53,172,catalogue_sodimas_2019,true
35KO012P00002,Contre-galet Ø 41 mm + axe fileté,SODIMAS,PORTES_PALIERES,012,KONE,53,172,catalogue_sodimas_2019,true
35KO012P00003,Galet 85/76x19 + axe M10 porte,SODIMAS,PORTES_PALIERES,012,KONE,266,172,catalogue_sodimas_2019,true
35KO012P00004,Galet 85/76x19 + axe M10 porte,SODIMAS,PORTES_PALIERES,012,KONE,266,172,catalogue_sodimas_2019,true
35KO012P00005,Pièce KONE 35KO012P00005,SODIMAS,PORTES_PALIERES,012,KONE,59,172,catalogue_sodimas_2019,true
35KO012P00006,Pièce KONE 35KO012P00006,SODIMAS,PORTES_PALIERES,012,KONE,59,172,catalogue_sodimas_2019,true
35KO012P00007,Galet Ø 50 pour porte ADV/AMD,SODIMAS,PORTES_PALIERES,012,KONE,45,172,catalogue_sodimas_2019,true
35KO012P00008,Galet Ø 50 pour porte ADV/AMD,SODIMAS,PORTES_PALIERES,012,KONE,45,172,catalogue_sodimas_2019,true
35KO022P00001,Patin coudé porte ADL,SODIMAS,PORTES_PALIERES,022,KONE,96,173,catalogue_sodimas_2019,true
35KO022P00002,Patin coudé porte ADL,SODIMAS,PORTES_PALIERES,022,KONE,96,173,catalogue_sodimas_2019,true
35KO032P00001,Câblette cabine / palière L 3695,SODIMAS,PORTES_PALIERES,032,KONE,166,174,catalogue_sodimas_2019,true
35KO032P00002,Câblette cabine / palière L 3695,SODIMAS,PORTES_PALIERES,032,KONE,166,174,catalogue_sodimas_2019,true
35KO072P00001,Levier serrure porte ADT - ouver-,SODIMAS,PORTES_PALIERES,072,KONE,67,175,catalogue_sodimas_2019,true
35KO072P00002,Levier serrure porte ADT - ouver-,SODIMAS,PORTES_PALIERES,072,KONE,67,175,catalogue_sodimas_2019,true
35KO072P00003,Contact 4000 pour porte E4A,SODIMAS,PORTES_PALIERES,072,KONE,27,175,catalogue_sodimas_2019,true
35KO072P00004,Contact 4000 pour porte E4A,SODIMAS,PORTES_PALIERES,072,KONE,27,175,catalogue_sodimas_2019,true
35KO072P00005,Shunt + percuteur pour SU92,SODIMAS,PORTES_PALIERES,072,KONE,84,175,catalogue_sodimas_2019,true
35KO072P00006,Shunt + percuteur pour SU92,SODIMAS,PORTES_PALIERES,072,KONE,84,175,catalogue_sodimas_2019,true
35KO072P00007,Shunt 125 V porte battante - Artis,SODIMAS,PORTES_PALIERES,072,KONE,11,175,catalogue_sodimas_2019,true
35KO072P00008,Shunt 125 V porte battante - Artis,SODIMAS,PORTES_PALIERES,072,KONE,11,175,catalogue_sodimas_2019,true
35KO072P00009,Contact 125 V pince courte,SODIMAS,PORTES_PALIERES,072,KONE,34,175,catalogue_sodimas_2019,true
35KO072P00010,Contact 125 V pince courte,SODIMAS,PORTES_PALIERES,072,KONE,34,175,catalogue_sodimas_2019,true
35KO072P00011,Contact à piston porte RBA,SODIMAS,PORTES_PALIERES,072,KONE,24,176,catalogue_sodimas_2019,true
35KO072P00012,Contact à piston porte RBA,SODIMAS,PORTES_PALIERES,072,KONE,24,176,catalogue_sodimas_2019,true
35KO072P00013,Shunt serrure RBA,SODIMAS,PORTES_PALIERES,072,KONE,5,176,catalogue_sodimas_2019,true
35KO512P00001,Ferme-porte standard F - LIOB30 - Standard door closer F - LIOB30 -,SODIMAS,PORTES_PALIERES,512,KONE,653,177,catalogue_sodimas_2019,true
35KR072P00001,Serrure Kronenberg gauche,SODIMAS,PORTES_PALIERES,072,KRONENBERG,1000,227,catalogue_sodimas_2019,true
35KR072P00002,SERRURE KRONENBERG DROITE,SODIMAS,PORTES_PALIERES,072,KRONENBERG,,227,catalogue_sodimas_2019,true
35OR512P00001,Ferme-porte standard Orona -,SODIMAS,PORTES_PALIERES,512,ORONA,720,272,catalogue_sodimas_2019,true
35OT012P00001,ø xis 20,SODIMAS,PORTES_PALIERES,012,OTIS,960,312,catalogue_sodimas_2019,true
35OT012P00002,Contre-galet pal/cab porte 7060/,SODIMAS,PORTES_PALIERES,012,OTIS,84,312,catalogue_sodimas_2019,true
35OT012P00003,Contre-galet pal/cab porte 7060/,SODIMAS,PORTES_PALIERES,012,OTIS,84,312,catalogue_sodimas_2019,true
35OT012P00004,Kit 4 galets palière/cabine porte,SODIMAS,PORTES_PALIERES,012,OTIS,,312,catalogue_sodimas_2019,true
35OT012P00005,Kit 4 galets palière/cabine porte,SODIMAS,PORTES_PALIERES,012,OTIS,,312,catalogue_sodimas_2019,true
35OT012P00007,Contre-galet Ø 30 porte Orly/LM/,SODIMAS,PORTES_PALIERES,012,OTIS,123,312,catalogue_sodimas_2019,true
35OT012P00008,Contre-galet Ø 30 porte Orly/LM/,SODIMAS,PORTES_PALIERES,012,OTIS,123,312,catalogue_sodimas_2019,true
35OT012P00009,ø xis 8,SODIMAS,PORTES_PALIERES,012,OTIS,262,312,catalogue_sodimas_2019,true
35OT012P00010,ø xis 8,SODIMAS,PORTES_PALIERES,012,OTIS,262,312,catalogue_sodimas_2019,true
35OT012P00011,Contre-galet Ø 35 - palière 9692,SODIMAS,PORTES_PALIERES,012,OTIS,108,313,catalogue_sodimas_2019,true
35OT012P00012,Contre-galet Ø 35 - palière 9692,SODIMAS,PORTES_PALIERES,012,OTIS,108,313,catalogue_sodimas_2019,true
35OT012P00013,Kit 4 galets Ø 85 - porte OVL 9692,SODIMAS,PORTES_PALIERES,012,OTIS,70,313,catalogue_sodimas_2019,true
35OT012P00014,Kit 4 galets Ø 85 - porte OVL 9692,SODIMAS,PORTES_PALIERES,012,OTIS,70,313,catalogue_sodimas_2019,true
35OT022P00001,Kit de 6 patins avec support pour,SODIMAS,PORTES_PALIERES,022,OTIS,154,314,catalogue_sodimas_2019,true
35OT022P00002,Kit de 6 patins avec support pour,SODIMAS,PORTES_PALIERES,022,OTIS,154,314,catalogue_sodimas_2019,true
35OT022P00003,Kit de 2 patins LM,SODIMAS,PORTES_PALIERES,022,OTIS,31,314,catalogue_sodimas_2019,true
35OT022P00004,Kit de 2 patins LM,SODIMAS,PORTES_PALIERES,022,OTIS,31,314,catalogue_sodimas_2019,true
35OT022P00005,Patins complets porte 9692,SODIMAS,PORTES_PALIERES,022,OTIS,44,314,catalogue_sodimas_2019,true
35OT022P00006,Patins complets porte 9692,SODIMAS,PORTES_PALIERES,022,OTIS,44,314,catalogue_sodimas_2019,true
35OT032P00001,Poulie câblette porte palière,SODIMAS,PORTES_PALIERES,032,OTIS,235,315,catalogue_sodimas_2019,true
35OT032P00002,Poulie câblette porte palière,SODIMAS,PORTES_PALIERES,032,OTIS,235,315,catalogue_sodimas_2019,true
35OT032P00003,Poulie câblette porte type 9692,SODIMAS,PORTES_PALIERES,032,OTIS,496,315,catalogue_sodimas_2019,true
35OT032P00004,Poulie câblette porte type 9692,SODIMAS,PORTES_PALIERES,032,OTIS,496,315,catalogue_sodimas_2019,true
35OT032P00005,Poulie (x3) câblette (porte,SODIMAS,PORTES_PALIERES,032,OTIS,266,315,catalogue_sodimas_2019,true
35OT032P00006,Poulie (x3) câblette (porte,SODIMAS,PORTES_PALIERES,032,OTIS,266,315,catalogue_sodimas_2019,true
35OT032P00007,Câblette palière Europa 2000,SODIMAS,PORTES_PALIERES,032,OTIS,198,315,catalogue_sodimas_2019,true
35OT032P00008,Câblette palière Europa 2000,SODIMAS,PORTES_PALIERES,032,OTIS,198,315,catalogue_sodimas_2019,true
35OT032P00009,Câblette palière Orly - ouverture,SODIMAS,PORTES_PALIERES,032,OTIS,356,315,catalogue_sodimas_2019,true
35OT032P00010,Câblette palière Orly - ouverture,SODIMAS,PORTES_PALIERES,032,OTIS,356,315,catalogue_sodimas_2019,true
35OT032P00011,Câblette seule pour porte palière,SODIMAS,PORTES_PALIERES,032,OTIS,300,316,catalogue_sodimas_2019,true
35OT032P00012,Câblette seule pour porte palière,SODIMAS,PORTES_PALIERES,032,OTIS,300,316,catalogue_sodimas_2019,true
35OT032P00013,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,200,316,catalogue_sodimas_2019,true
35OT032P00014,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,200,316,catalogue_sodimas_2019,true
35OT032P00015,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,300,316,catalogue_sodimas_2019,true
35OT032P00016,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,300,316,catalogue_sodimas_2019,true
35OT032P00017,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,200,316,catalogue_sodimas_2019,true
35OT032P00018,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,200,316,catalogue_sodimas_2019,true
35OT032P00019,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,200,316,catalogue_sodimas_2019,true
35OT032P00020,Câblette de mouflage porte,SODIMAS,PORTES_PALIERES,032,OTIS,200,316,catalogue_sodimas_2019,true
35OT032P00021,Câblette porte palière LM - PL 700,SODIMAS,PORTES_PALIERES,032,OTIS,150,317,catalogue_sodimas_2019,true
35OT032P00022,Câblette porte palière LM - PL 700,SODIMAS,PORTES_PALIERES,032,OTIS,150,317,catalogue_sodimas_2019,true
35OT032P00023,Poulie câblette porte Prima,SODIMAS,PORTES_PALIERES,032,OTIS,65,317,catalogue_sodimas_2019,true
35OT032P00024,Poulie câblette porte Prima,SODIMAS,PORTES_PALIERES,032,OTIS,65,317,catalogue_sodimas_2019,true
35OT032P00025,Cablette PL 800-PORTE PRIMA 2 -,SODIMAS,PORTES_PALIERES,032,OTIS,165,317,catalogue_sodimas_2019,true
35OT062P00001,1/2 rail susp.palière PF Orly - PL,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT062P00002,1/2 rail susp.palière PF Orly - PL,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT062P00003,Rail susp.palière Europa 2000,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT062P00004,Rail susp.palière Europa 2000,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT062P00005,Rail susp.palière Europa 2000,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT062P00006,Rail susp.palière Europa 2000,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT062P00007,Rail susp.palière Europa 2000,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT062P00008,Rail susp.palière Europa 2000,SODIMAS,PORTES_PALIERES,062,OTIS,,318,catalogue_sodimas_2019,true
35OT072P00001,Clés déverrouillage 2 tétons pour,SODIMAS,PORTES_PALIERES,072,OTIS,155,319,catalogue_sodimas_2019,true
35OT072P00002,Serrure Orly/LM 9940 pêne bi-,SODIMAS,PORTES_PALIERES,072,OTIS,,319,catalogue_sodimas_2019,true
35OT072P00003,Serrure Orly/LM 9940 pêne bi-,SODIMAS,PORTES_PALIERES,072,OTIS,,319,catalogue_sodimas_2019,true
35OT072P00004,Serrure prima FAA23400L/,SODIMAS,PORTES_PALIERES,072,OTIS,172,319,catalogue_sodimas_2019,true
35OT072P00005,Serrure prima FAA23400L/,SODIMAS,PORTES_PALIERES,072,OTIS,172,319,catalogue_sodimas_2019,true
35OT072P00006,Galet pour serrure Orly/LM,SODIMAS,PORTES_PALIERES,072,OTIS,69,319,catalogue_sodimas_2019,true
35OT072P00007,Galet pour serrure Orly/LM,SODIMAS,PORTES_PALIERES,072,OTIS,69,319,catalogue_sodimas_2019,true
35OT072P00008,Serrure Orly pêne biseauté -,SODIMAS,PORTES_PALIERES,072,OTIS,849,319,catalogue_sodimas_2019,true
35OT072P00009,Serrure Orly pêne biseauté -,SODIMAS,PORTES_PALIERES,072,OTIS,849,319,catalogue_sodimas_2019,true
35OT072P00010,Gâche serrure 9940 Orly/LM,SODIMAS,PORTES_PALIERES,072,OTIS,862,320,catalogue_sodimas_2019,true
35OT072P00011,Gâche serrure 9940 Orly/LM,SODIMAS,PORTES_PALIERES,072,OTIS,862,320,catalogue_sodimas_2019,true
35OT072P00012,Pêne serrure New York gauche,SODIMAS,PORTES_PALIERES,072,OTIS,,320,catalogue_sodimas_2019,true
35OT072P00013,Pêne serrure New York gauche,SODIMAS,PORTES_PALIERES,072,OTIS,,320,catalogue_sodimas_2019,true
35OT072P00014,Gâche serrure New York gauche,SODIMAS,PORTES_PALIERES,072,OTIS,17,320,catalogue_sodimas_2019,true
35OT072P00015,Gâche serrure New York gauche,SODIMAS,PORTES_PALIERES,072,OTIS,17,320,catalogue_sodimas_2019,true
35OT072P00016,Galet serrure porte OVL - 9692,SODIMAS,PORTES_PALIERES,072,OTIS,134,320,catalogue_sodimas_2019,true
35OT072P00017,Galet serrure porte OVL - 9692,SODIMAS,PORTES_PALIERES,072,OTIS,134,320,catalogue_sodimas_2019,true
35OT072P00018,Serrure Orly/LM pêne carré -,SODIMAS,PORTES_PALIERES,072,OTIS,,320,catalogue_sodimas_2019,true
35OT072P00019,Serrure Orly/LM pêne carré -,SODIMAS,PORTES_PALIERES,072,OTIS,,320,catalogue_sodimas_2019,true
35OT072P00020,Serrure 9538A6 droite SPST - pêne Lock 9538A6-SPST-Bevelled,SODIMAS,PORTES_PALIERES,072,OTIS,,321,catalogue_sodimas_2019,true
35OT072P00021,Serrure 9538A6 droite SPST - pêne Lock 9538A6-SPST-Bevelled,SODIMAS,PORTES_PALIERES,072,OTIS,,321,catalogue_sodimas_2019,true
35OT072P00022,Serrure 9538B5 gauche SPSPO,SODIMAS,PORTES_PALIERES,072,OTIS,,321,catalogue_sodimas_2019,true
35OT072P00023,Serrure 9538B5 gauche SPSPO,SODIMAS,PORTES_PALIERES,072,OTIS,,321,catalogue_sodimas_2019,true
35OT072P00024,Serrure 9538B7 gauche SPSPO -,SODIMAS,PORTES_PALIERES,072,OTIS,,321,catalogue_sodimas_2019,true
35OT072P00025,Serrure 9538B7 gauche SPSPO -,SODIMAS,PORTES_PALIERES,072,OTIS,,321,catalogue_sodimas_2019,true
35OT072P00026,Levier déverrouillage pour serrure Lock lever 9538,SODIMAS,PORTES_PALIERES,072,OTIS,153,321,catalogue_sodimas_2019,true
35OT072P00027,Levier déverrouillage pour serrure Lock lever 9538,SODIMAS,PORTES_PALIERES,072,OTIS,153,321,catalogue_sodimas_2019,true
35OT072P00028,Kit contact auxiliaire porte palière,SODIMAS,PORTES_PALIERES,072,OTIS,220,321,catalogue_sodimas_2019,true
35OT072P00029,Kit contact auxiliaire porte palière,SODIMAS,PORTES_PALIERES,072,OTIS,220,321,catalogue_sodimas_2019,true
35OT072P00030,Serrure 9538C4 SPSPO droite -,SODIMAS,PORTES_PALIERES,072,OTIS,,322,catalogue_sodimas_2019,true
35OT072P00031,Serrure 9538C4 SPSPO droite -,SODIMAS,PORTES_PALIERES,072,OTIS,,322,catalogue_sodimas_2019,true
35OT072P00032,Serrure droite porte Techna,SODIMAS,PORTES_PALIERES,072,OTIS,,322,catalogue_sodimas_2019,true
35OT072P00033,Serrure droite porte Techna,SODIMAS,PORTES_PALIERES,072,OTIS,,322,catalogue_sodimas_2019,true
35OT072P00034,Serrure droite porte Prima-S -,SODIMAS,PORTES_PALIERES,072,OTIS,,322,catalogue_sodimas_2019,true
35OT072P00035,Serrure droite porte Prima-S -,SODIMAS,PORTES_PALIERES,072,OTIS,,322,catalogue_sodimas_2019,true
35OT072P00036,Support + visserie pour percuteur,SODIMAS,PORTES_PALIERES,072,OTIS,60,322,catalogue_sodimas_2019,true
35OT072P00037,Support + visserie pour percuteur,SODIMAS,PORTES_PALIERES,072,OTIS,60,322,catalogue_sodimas_2019,true
35OT072P00038,Percuteur + visserie pour serrure,SODIMAS,PORTES_PALIERES,072,OTIS,10,322,catalogue_sodimas_2019,true
35OT072P00039,Percuteur + visserie pour serrure,SODIMAS,PORTES_PALIERES,072,OTIS,10,322,catalogue_sodimas_2019,true
35OT072P00040,Serrure 9538C2 SPSPO droite,SODIMAS,PORTES_PALIERES,072,OTIS,1,323,catalogue_sodimas_2019,true
35OT072P00041,Serrure 9538C2 SPSPO droite,SODIMAS,PORTES_PALIERES,072,OTIS,1,323,catalogue_sodimas_2019,true
35OT072P00042,SERRURE SENCIA LH -F.A23400.,SODIMAS,PORTES_PALIERES,072,OTIS,775,323,catalogue_sodimas_2019,true
35OT072P00043,SERRURE SENCIA LH -F.A23400.,SODIMAS,PORTES_PALIERES,072,OTIS,775,323,catalogue_sodimas_2019,true
35OT502P00001,Paumelle porte battante Pilo/Pira,SODIMAS,PORTES_PALIERES,502,OTIS,254,324,catalogue_sodimas_2019,true
35OT512P00001,Ferme-porte standard F - LIOB31,SODIMAS,PORTES_PALIERES,512,OTIS,695,325,catalogue_sodimas_2019,true
35OT552P00001,Clé déverrouillage porte Orly,SODIMAS,PORTES_PALIERES,552,OTIS,79,326,catalogue_sodimas_2019,true
35OT552P00002,Clé déverrouillage porte Orly,SODIMAS,PORTES_PALIERES,552,OTIS,79,326,catalogue_sodimas_2019,true
35OT552P00003,Clé déverrouillage New York,SODIMAS,PORTES_PALIERES,552,OTIS,73,326,catalogue_sodimas_2019,true
35OT552P00004,Clé déverrouillage New York,SODIMAS,PORTES_PALIERES,552,OTIS,73,326,catalogue_sodimas_2019,true
35OT552P00005,Levier déverrouillage porte Prima,SODIMAS,PORTES_PALIERES,552,OTIS,89,326,catalogue_sodimas_2019,true
35OT552P00006,Levier déverrouillage porte Prima,SODIMAS,PORTES_PALIERES,552,OTIS,89,326,catalogue_sodimas_2019,true
35OT552P00007,Câble pour déverrouillage,SODIMAS,PORTES_PALIERES,552,OTIS,3,326,catalogue_sodimas_2019,true
35OT552P00008,Câble pour déverrouillage,SODIMAS,PORTES_PALIERES,552,OTIS,3,326,catalogue_sodimas_2019,true
35OT552P00009,Triangle déverrouillage de porte,SODIMAS,PORTES_PALIERES,552,OTIS,25,327,catalogue_sodimas_2019,true
35OT552P00010,Triangle déverrouillage de porte,SODIMAS,PORTES_PALIERES,552,OTIS,25,327,catalogue_sodimas_2019,true
35OT552P00011,Ensemble déverrouillage porte,SODIMAS,PORTES_PALIERES,552,OTIS,135,327,catalogue_sodimas_2019,true
35OT552P00012,Ensemble déverrouillage porte,SODIMAS,PORTES_PALIERES,552,OTIS,135,327,catalogue_sodimas_2019,true
35OT552P00013,Ensemble déverrouillage gauche,SODIMAS,PORTES_PALIERES,552,OTIS,250,327,catalogue_sodimas_2019,true
35OT552P00014,Ensemble déverrouillage gauche,SODIMAS,PORTES_PALIERES,552,OTIS,250,327,catalogue_sodimas_2019,true
35OT992P00001,Butée porte palière/cabine Euro-,SODIMAS,PORTES_PALIERES,992,OTIS,1,328,catalogue_sodimas_2019,true
35OT992P00002,Butée porte palière/cabine Euro-,SODIMAS,PORTES_PALIERES,992,OTIS,1,328,catalogue_sodimas_2019,true
35OT992P00003,Butée pour porte ouverture,SODIMAS,PORTES_PALIERES,992,OTIS,2,328,catalogue_sodimas_2019,true
35OT992P00004,Butée pour porte ouverture,SODIMAS,PORTES_PALIERES,992,OTIS,2,328,catalogue_sodimas_2019,true
35OT992P00005,Guide contrepoids Prima,SODIMAS,PORTES_PALIERES,992,OTIS,65,328,catalogue_sodimas_2019,true
35OT992P00006,Guide contrepoids Prima,SODIMAS,PORTES_PALIERES,992,OTIS,65,328,catalogue_sodimas_2019,true
35OT992P00007,Support guide contrepoids porte,SODIMAS,PORTES_PALIERES,992,OTIS,80,328,catalogue_sodimas_2019,true
35OT992P00008,Support guide contrepoids porte,SODIMAS,PORTES_PALIERES,992,OTIS,80,328,catalogue_sodimas_2019,true
35OT992P00009,Support guide contrepoids porte,SODIMAS,PORTES_PALIERES,992,OTIS,100,328,catalogue_sodimas_2019,true
35OT992P00010,Support guide contrepoids porte,SODIMAS,PORTES_PALIERES,992,OTIS,100,328,catalogue_sodimas_2019,true
35OT992P00011,Câble contrepoids porte palière,SODIMAS,PORTES_PALIERES,992,OTIS,200,329,catalogue_sodimas_2019,true
35OT992P00012,Câble contrepoids porte palière,SODIMAS,PORTES_PALIERES,992,OTIS,200,329,catalogue_sodimas_2019,true
35OT992P00013,Câble contrepoids porte palière,SODIMAS,PORTES_PALIERES,992,OTIS,200,329,catalogue_sodimas_2019,true
35OT992P00014,Câble contrepoids porte palière,SODIMAS,PORTES_PALIERES,992,OTIS,200,329,catalogue_sodimas_2019,true
35OT992P00015,Câble contrepoids porte palière,SODIMAS,PORTES_PALIERES,992,OTIS,200,329,catalogue_sodimas_2019,true
35OT992P00016,Câble contrepoids porte palière,SODIMAS,PORTES_PALIERES,992,OTIS,200,329,catalogue_sodimas_2019,true
35OT992P00017,ø xis 8,SODIMAS,PORTES_PALIERES,992,OTIS,120,329,catalogue_sodimas_2019,true
35OT992P00018,ø xis 8,SODIMAS,PORTES_PALIERES,992,OTIS,120,329,catalogue_sodimas_2019,true
35OT992P00019,Jeu de 2 poulies pour cablette de,SODIMAS,PORTES_PALIERES,992,OTIS,180,329,catalogue_sodimas_2019,true
35OT992P00020,Jeu de 2 poulies pour cablette de,SODIMAS,PORTES_PALIERES,992,OTIS,180,329,catalogue_sodimas_2019,true
35SA012P00001,Galet Ø 55x20x39 axe long - porte Roller 55*20*39 axle long -landing,SODIMAS,PORTES_PALIERES,012,SABIEM,233,410,catalogue_sodimas_2019,true
35SA012P00002,Galet Ø 55x20x39 axe long - porte Roller 55*20*39 axle long -landing,SODIMAS,PORTES_PALIERES,012,SABIEM,233,410,catalogue_sodimas_2019,true
35SA012P00003,Contre-galet excentrique Ø 26 /,SODIMAS,PORTES_PALIERES,012,SABIEM,70,410,catalogue_sodimas_2019,true
35SC012P00001,Galet droit porte QKS9,SODIMAS,PORTES_PALIERES,012,SCHINDLER,383,438,catalogue_sodimas_2019,true
35SC012P00002,Galet droit porte QKS9,SODIMAS,PORTES_PALIERES,012,SCHINDLER,383,438,catalogue_sodimas_2019,true
35SC012P00003,Kit galet droit palier QKS8,SODIMAS,PORTES_PALIERES,012,SCHINDLER,245,438,catalogue_sodimas_2019,true
35SC012P00004,Kit galet droit palier QKS8,SODIMAS,PORTES_PALIERES,012,SCHINDLER,245,438,catalogue_sodimas_2019,true
35SC012P00005,ø xis 12,SODIMAS,PORTES_PALIERES,012,SCHINDLER,167,438,catalogue_sodimas_2019,true
35SC012P00006,ø xis 12,SODIMAS,PORTES_PALIERES,012,SCHINDLER,167,438,catalogue_sodimas_2019,true
35SC012P00007,Galet suspension coudé QKS9,SODIMAS,PORTES_PALIERES,012,SCHINDLER,357,438,catalogue_sodimas_2019,true
35SC012P00008,Galet suspension coudé QKS9,SODIMAS,PORTES_PALIERES,012,SCHINDLER,357,438,catalogue_sodimas_2019,true
35SC012P00009,Galet suspension porte QKSM2,SODIMAS,PORTES_PALIERES,012,SCHINDLER,240,438,catalogue_sodimas_2019,true
35SC012P00010,Galet suspension porte QKSM2,SODIMAS,PORTES_PALIERES,012,SCHINDLER,240,438,catalogue_sodimas_2019,true
35SC012P00011,Galet QKS11 Ø 70 + kit axe,SODIMAS,PORTES_PALIERES,012,SCHINDLER,200,439,catalogue_sodimas_2019,true
35SC022P00002,Patin feutre porte QKS6/QKS8/,SODIMAS,PORTES_PALIERES,022,SCHINDLER,115,440,catalogue_sodimas_2019,true
35SC022P00003,Patin feutre porte QKS6/QKS8/,SODIMAS,PORTES_PALIERES,022,SCHINDLER,115,440,catalogue_sodimas_2019,true
35SC032P00001,Poulie diametre 52 pour,SODIMAS,PORTES_PALIERES,032,SCHINDLER,17,441,catalogue_sodimas_2019,true
35SC032P00002,Poulie diametre 52 pour,SODIMAS,PORTES_PALIERES,032,SCHINDLER,17,441,catalogue_sodimas_2019,true
35SC032P00003,Pièce SCHINDLER 35SC032P00003,SODIMAS,PORTES_PALIERES,032,SCHINDLER,76,441,catalogue_sodimas_2019,true
35SC032P00004,Pièce SCHINDLER 35SC032P00004,SODIMAS,PORTES_PALIERES,032,SCHINDLER,76,441,catalogue_sodimas_2019,true
35SC032P00005,Ensemble câblette QKS11 ouver-,SODIMAS,PORTES_PALIERES,032,SCHINDLER,84,441,catalogue_sodimas_2019,true
35SC042P00001,Chariot rapide palier QKS11 droit,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00002,Chariot rapide palier QKS11 droit,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00003,Chariot rapide palier QKS11 droit,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00004,Chariot rapide palier QKS11 droit,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00005,Chariot lent gauche/droit QKS11,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00006,Chariot lent gauche/droit QKS11,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00007,Chariot lent gauche/droit QKS11,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00008,Chariot lent gauche/droit QKS11,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00009,Chariot rapide palier QKS11 droit,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00010,Chariot rapide palier QKS11 droit,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,442,catalogue_sodimas_2019,true
35SC042P00011,Chariot rapide palier QKS11,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,443,catalogue_sodimas_2019,true
35SC042P00012,Chariot rapide palier QKS11,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,443,catalogue_sodimas_2019,true
35SC042P00013,Chariot lent équipé palière,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,443,catalogue_sodimas_2019,true
35SC042P00014,Chariot lent équipé palière,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,443,catalogue_sodimas_2019,true
35SC042P00015,Chariot rapide palier droit,SODIMAS,PORTES_PALIERES,042,SCHINDLER,,443,catalogue_sodimas_2019,true
35SC062P00001,Seuil aluminium palier QKS11,SODIMAS,PORTES_PALIERES,062,SCHINDLER,,444,catalogue_sodimas_2019,true
35SC062P00002,Seuil aluminium palier QKS11,SODIMAS,PORTES_PALIERES,062,SCHINDLER,,444,catalogue_sodimas_2019,true
35SC072P00001,Shunt pour serrure porte QKS6/,SODIMAS,PORTES_PALIERES,072,SCHINDLER,5,445,catalogue_sodimas_2019,true
35SC072P00002,Shunt pour serrure porte QKS6/,SODIMAS,PORTES_PALIERES,072,SCHINDLER,5,445,catalogue_sodimas_2019,true
35SC072P00003,Galet de serrure QKS8/QKS11,SODIMAS,PORTES_PALIERES,072,SCHINDLER,3,445,catalogue_sodimas_2019,true
